element_id,line_load,load_case,load_direction,load_group,group_name,eccentricity
26,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
26,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
27,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
27,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
28,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
28,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
29,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
29,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
30,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
30,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
31,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
31,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
32,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
32,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
33,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
33,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
34,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
34,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
35,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
35,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
36,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
36,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
37,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
37,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
38,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
38,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
39,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
39,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
40,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
40,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
41,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
41,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
42,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
42,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
43,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
43,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
44,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
44,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
45,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
45,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
46,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
46,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
47,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
47,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
48,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
48,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
49,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
49,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
50,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
50,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
51,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
51,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
52,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
52,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
53,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
53,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
54,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
54,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
55,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
55,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
56,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
56,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
57,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
57,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
58,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
58,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
59,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
59,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
60,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
60,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
61,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
61,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
62,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
62,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
63,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
63,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
64,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
64,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
65,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
65,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
66,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
66,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
67,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
67,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
68,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
68,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
69,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
69,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
70,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
70,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
71,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
71,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
72,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
72,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
73,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
73,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
74,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
74,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
75,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
75,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
76,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
76,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
77,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
77,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
78,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
78,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
79,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
79,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
80,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
80,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
81,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
81,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
82,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
82,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
83,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
83,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
84,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
84,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
85,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
85,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
86,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
86,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
87,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
87,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
88,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
88,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
89,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
89,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
90,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
90,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
91,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
91,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
92,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
92,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
93,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
93,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
94,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
94,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
95,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
95,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
96,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
96,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
97,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
97,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
98,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
98,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
99,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
99,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
100,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
100,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
101,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
101,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
102,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
102,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
103,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
103,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
104,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
104,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
105,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
105,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
106,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
106,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
107,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
107,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
108,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
108,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
109,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
109,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
110,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
110,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
111,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
111,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
112,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
112,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
113,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
113,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
114,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
114,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
115,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
115,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
116,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
116,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
117,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
117,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
118,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
118,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
119,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
119,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
120,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
120,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
121,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
121,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
122,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
122,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
123,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
123,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
124,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
124,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
125,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
125,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
126,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
126,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
127,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
127,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
128,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
128,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
129,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
129,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
130,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
130,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
131,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
131,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
132,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
132,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
133,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
133,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
134,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
134,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
135,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
135,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
136,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
136,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
137,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
137,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
138,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
138,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
139,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
139,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
140,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
140,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
141,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
141,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
142,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
142,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
143,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
143,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
144,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
144,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
145,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
145,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
146,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
146,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
147,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
147,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
148,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
148,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
149,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
149,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
150,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
150,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
151,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
151,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
152,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
152,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
153,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
153,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
154,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
154,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
155,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
155,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
156,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
156,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
157,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
157,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
158,0.066,WL_Ang45_Q1,LY,WL_Ang45_Q1,Deck Elements,6.0
158,0.032,WL_Ang45_Q1,LX,WL_Ang45_Q1,Deck Elements,6.0
